StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
11/2/2023 10:35,11/2/2023 10:45,IP Address,100,578,TRUE,11/2/2023 10:45,R_3p4poOBn2YXGXkn,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $750 in 24 months (2 years),Guaranteed $50,200,300,100,400,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be somewhat better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off much of the balance,1988,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),,,,,,,,6543b3ad-7d83-2d9b-f08f-975a07052015
11/2/2023 10:28,11/2/2023 10:59,IP Address,100,1898,TRUE,11/2/2023 10:59,R_2BzCxlBHb7aIskC,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543b1e9-0398-1b77-ada8-6e1c7081c633
11/2/2023 11:07,11/2/2023 11:08,IP Address,100,56,TRUE,11/2/2023 11:08,R_3Lh8B6ZNT0NAQmK,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543bb03-5346-19e4-20db-3dc5c011cf27
10/26/2023 11:33,10/26/2023 11:41,IP Address,46,462,FALSE,11/2/2023 11:41,R_1Hr5U9XVR03Z9m1,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653a86bb-90b7-0187-ca30-24fb19aaf371
11/2/2023 11:51,11/2/2023 11:55,IP Address,100,255,TRUE,11/2/2023 11:55,R_AL4ai6o9obJHx5L,,,,,anonymous,EN,CONSENT,10010 Gramercy Park - Murray Hill (Manhattan),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $500 right now,,,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,500,500,0,0,My work or school was entirely remote from March through December 2020,Do not know,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly disagree,Strongly disagree,...were available near me and I attended occasionally (1-2 times per month).,I was sick but it was not a confirmed case of COVID,I was able to remain completely isolated for the recommended time,,,,I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,Things will be somewhat better,I usually had access but there were some extended outages,I was unable to pay all of my bills,I can pay off my bills but am not able to save,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1999,Woman,,College or university (Bachelor or equivalent),Full-time student,"Hispanic,Immigrant",,10010 Gramercy Park - Murray Hill (Manhattan),,,,,,,,6543c55c-f35c-1d57-c1fc-16d017f45866
11/2/2023 11:56,11/2/2023 12:07,IP Address,100,648,TRUE,11/2/2023 12:07,R_2P71FDMBtDPaCns,,,,,anonymous,EN,CONSENT,11206 Williamsburg - Bushwick (Brooklyn),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,0,800,200,0,My work or school was entirely remote from March through December 2020,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me and I attended occasionally (1-2 times per month).,Yes,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,I always wore it when I left home,I always wore it when I left home,When places were crowded,When places were crowded,When places were crowded,"Rarely, when it could not be avoided",Never,Weekly,Weekly,Weekly,Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off any balances every month,1990,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,10016 Gramercy Park - Murray Hill (Manhattan),,,,,,,,6543c67f-9828-742c-1838-a8dbcd3c0ee8
11/2/2023 12:14,11/2/2023 12:16,IP Address,100,101,TRUE,11/2/2023 12:16,R_1qX5xwKh3Hsei8G,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543caec-3582-085a-0517-a6fe7aa54948
11/2/2023 12:14,11/2/2023 12:24,IP Address,100,607,TRUE,11/2/2023 12:24,R_sL5qMCpwPtWOSXL,,,,,anonymous,EN,CONSENT,10001 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,0,0,1000,0,My work or school involved both remote and in-person from March through December 2020,Do not know,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,...were available near me and I attended weekly.,No,,I would have had to go out on multiple occasions even if other people were out,It was not possible for me to remain at home due to work/family/care/personal obligations,,When most people were masking,When places were crowded,When most people were masking,Only in places that forced it,When most people were masking,Weekly,Multiple times each week,Multiple times each week,Multiple times each week,Once or twice a month,Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1991,Man,,College or university (Bachelor or equivalent),Click to write Choice 7,Black or African-American,,10009 Union Square - Lower East Side (Manhattan),,,,,,,,6543cabf-24b0-aaee-78d9-7703b9981049
11/2/2023 12:41,11/2/2023 12:56,IP Address,100,878,TRUE,11/2/2023 12:56,R_3R4lvUvjbwswaBh,,,,,anonymous,EN,CONSENT,11225 East Flatbush - Flatbush (Brooklyn),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),100,500,100,300,My work or school was entirely in-person from March through December 2020,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,,,...were available near me and I attended once.,No,,I could have stayed at home but would have had some contact with those I live with,"I lived with other people in a home where it was not possible to isolate,There were no delivery services for things I needed,Delivery services were too expensive,Other people were in my home for some of the time",,"When most people were masking,Indoors",Only in places that forced it,I never wore a mask when I left home,I never wore a mask when I left home,When most people were masking,Once or twice a month,"Rarely, when it could not be avoided",Weekly,Once or twice a month,Weekly,Things will be about the same,I usually had access but there were some extended outages,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off much of the balance,2002,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),,,,,,,,6543d13a-b700-624a-39c5-f53c405aaa17
11/2/2023 12:47,11/2/2023 13:06,IP Address,100,1109,TRUE,11/2/2023 13:06,R_2QEeRxbp8otK7M7,,,,,anonymous,EN,CONSENT,11239 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,449,150,400,1,I was not working or studying  from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,...were available near me and I attended daily or almost daily.,I was sick but it was not a confirmed case of COVID,I mostly stayed at home but went out a few times (minimal contact with others),,Other people were in my home for some of the time,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Weekly,Weekly,"Rarely, when it could not be avoided",Weekly,Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1970,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,11221 Williamsburg - Bushwick (Brooklyn),,,,,,,,6543d2b7-8881-66e7-fc02-835a42a35623
11/2/2023 13:06,11/2/2023 13:21,IP Address,100,885,TRUE,11/2/2023 13:21,R_2Ua5Uh0uSGlDs8c,,,,,anonymous,EN,CONSENT,10014 Greenwich Village - SoHo (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 67% chance of $75 (33% chance of $0),0,0,1000,0,I was not working or studying  from March through December 2020,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,,,,,...were available near me and I attended once.,No,,I would have (had to) continue my normal routine and regularly had contact with others,Other,No reason ,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Never,Never,Never,Never,Never,Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off much of the balance,1980,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,10012 Greenwich Village - SoHo (Manhattan),,,,,,,,6543d71b-c4b1-e47a-7fa9-efacc42a0cf0
11/2/2023 14:07,11/2/2023 14:22,IP Address,100,891,TRUE,11/2/2023 14:22,R_3ERTLfoR4EMEUzG,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),Guaranteed $50,200,200,400,200,I was not working or studying  from March through December 2020,Agree,Agree,Do not know,Do not know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,...were never something I would have considered doing in 2020.,No,,I could have stayed at home but would have had some contact with those I live with,Other,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I pay off any balances every month,1963,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,10007 Lower Manhattan (Manhattan),,,,,,,,6543e56d-2b37-fbec-44d2-4125c0b39fb1
