ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_1kY98YVxA7jAjW6,10005 Lower Manhattan (Manhattan),Things will be much better,I had to use a hotspot to access the internet,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became much better,I make the minimum payment and the interest is charged,1988.0,Man,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,10002 Union Square - Lower East Side (Manhattan),10005,5,5.0,3.0,4,5,2,36.0,-1,3,6,2.0
R_1hWtTJzxJKoJRuw,11220 Sunset Park (Brooklyn),Things will be about the same,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off much of the balance,1978.0,Woman,,Vocational school,Employed part-time (less than 25 hours per week),White,,11210 East Flatbush - Flatbush (Brooklyn),11220,3,4.0,3.0,5,2,4,46.0,1,3,5,3.0
R_2pXn3vr45Z1A1L7,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off much of the balance,1986.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,4.0,4,2,4,38.0,-1,5,6,3.0
R_3eztUBjV8GIZKVt,10278 Lower Manhattan (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1978.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10103 Chelsea - Clinton (Manhattan),10278,3,6.0,6.0,6,3,6,46.0,-1,4,6,2.0
R_2ZWEGcGZLzhuhpf,10025 Upper West Side (Manhattan),Things will be somewhat better,I only had internet access on my phone,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I make the minimum payment and the interest is charged,1977.0,Man,,MBA,Employed full-time (25+ hours per week),White,,10035 East Harlem (Manhattan),10025,4,3.0,4.0,4,4,2,47.0,-1,6,6,3.0
R_2TAlBbHzy2CR1Wa,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off much of the balance,1988.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,11206 Williamsburg - Bushwick (Brooklyn),11206,4,6.0,3.0,5,2,4,36.0,-1,4,6,4.0
R_3HHdR4KSDdNXRSx,10025 Upper West Side (Manhattan),Things will be much worse,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1958.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11217 Downtown - Heights - Slope (Brooklyn),10025,1,6.0,3.0,2,2,1,66.0,-1,5,6,3.0
R_6WjBajBZvJVqJyN,11226 East Flatbush - Flatbush (Brooklyn),Things will be about the same,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I never purchase anything on credit or take on debt,1985.0,Woman,,College or university (Bachelor or equivalent),Not in paid employment (by choice),Black or African-American,,,11226,3,4.0,6.0,6,5,5,39.0,1,4,3,2.0
R_1dyPcnmVzi3tCU1,10452 High Bridge - Morrisania (Bronx),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I never purchase anything on credit or take on debt,2002.0,Man,,Secondary school (high school),Full-time student,Black or African-American,,10460 Crotona -Tremont (Bronx),10452,5,6.0,6.0,6,5,5,22.0,-1,2,4,2.0
R_VLvyDJwPB3uIwBH,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off much of the balance,1987.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11206 Williamsburg - Bushwick (Brooklyn),11206,4,6.0,6.0,6,4,4,37.0,-1,5,6,3.0
R_3sgEn5hihI6RxDZ,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1982.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,11206 Williamsburg - Bushwick (Brooklyn),11206,4,6.0,5.0,4,2,2,42.0,-1,7,6,3.0
R_262NskGMiVvJ81X,10111 Chelsea - Clinton (Manhattan),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became much better,My debts increase beyond what I earn in a given month,1982.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10024 Upper West Side (Manhattan),10111,5,6.0,5.0,5,5,1,42.0,1,5,6,3.0
R_SJpIuZC8rkStB97,11220 Sunset Park (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1986.0,Man,,MBA,Employed full-time (25+ hours per week),White,,11220 Sunset Park (Brooklyn),11220,4,6.0,5.0,5,3,4,38.0,-1,6,6,3.0
R_1mPmDGsJ2UzVOmv,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,1978.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,6.0,6,3,5,46.0,-1,5,6,3.0
R_2dm9q7DmTAjIttg,10453 Crotona -Tremont (Bronx),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1964.0,Woman,,Vocational school,Not in paid employment (unable to work due to health/personal reasons),Black or African-American,,,10453,4,6.0,4.0,4,2,5,60.0,1,3,2,2.0
R_5hVJJQenwUYCz7P,11374 Ridgewood - Forest Hills (Queens),Things will be much worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1987.0,Man,,MBA,Employed full-time (25+ hours per week),Asian,,10017 Gramercy Park - Murray Hill (Manhattan),11374,1,6.0,4.0,4,3,6,37.0,-1,6,6,1.0
R_2uETlceatrlt6eV,11220 Sunset Park (Brooklyn),Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became much worse,I pay off much of the balance,1984.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,11220 Sunset Park (Brooklyn),11220,5,6.0,4.0,5,1,4,40.0,-1,7,6,3.0
R_22QSxWKowMW2Rub,10473 Pelham - Throgs Neck (Bronx),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I generally pay off the interest but not the balance,1994.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Hispanic,White",,10473 Pelham - Throgs Neck (Bronx),10473,3,6.0,4.0,4,4,3,30.0,-1,5,6,5.0
R_3r3aUvlp06EJoaM,10029 East Harlem (Manhattan),Things will be somewhat worse,I only had internet access on my phone,I was unable to pay all of my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1982.0,Woman,,College or university (Bachelor or equivalent),Click to write Choice 7,Asian,,10029 East Harlem (Manhattan),10029,2,3.0,1.0,4,2,6,42.0,1,4,0,1.0
R_2cC1my9uLFsto1x,11220 Sunset Park (Brooklyn),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I have to take on a lot of debt to pay my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1982.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Prefer not to answer,,10018 Chelsea - Clinton (Manhattan),11220,5,6.0,6.0,3,4,1,42.0,-1,4,6,0.0
R_2wayh9Z5LDWMaHK,11203 East Flatbush - Flatbush (Brooklyn),Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1984.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,,11203 East Flatbush - Flatbush (Brooklyn),11203,2,4.0,3.0,2,2,3,40.0,1,4,5,2.0
R_p4uZq9QrpjeJRjX,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became much better,I pay off any balances every month,1992.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),11226,4,4.0,6.0,5,5,6,32.0,1,5,6,3.0
R_2S66Zam21BOVGv5,11375 Ridgewood - Forest Hills (Queens),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off any balances every month,1943.0,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,11375 Ridgewood - Forest Hills (Queens),11375,3,6.0,4.0,4,4,6,81.0,-1,4,5,3.0
R_2qarNJfqCgqRggb,10302 Port Richmond (Staten Island),Things will be somewhat worse,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I pay off much of the balance,2001.0,Woman,,College or university (Bachelor or equivalent),Full-time student,"Asian,White",,Outside New York City (nowhere in the five boroughs),10302,2,2.0,3.0,2,3,4,23.0,1,4,4,5.0
R_CaxOV5OtpRirbgd,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1996.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11206 Williamsburg - Bushwick (Brooklyn),11206,2,4.0,3.0,4,2,6,28.0,1,4,6,3.0
