,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
4993,4994,R_30pCXvzlAUl8JAy,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",100,150,500,250,24,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
5003,5004,R_30xjTf5X7J0QMS8,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,150,350,250,42,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
5013,5014,R_31A7BM2Kt8QlAnZ,11234 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,200,200,200,23,1,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,0
5023,5024,R_31AcDfcScq0yfm0,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",26,30,24,920,23,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,1,1,1
5032,5033,R_31afE9Ls4otewQy,11226 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,110,190,200,28,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,1
5042,5043,R_31FXrhzYSagx3YN,10004 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",0,0,500,500,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5052,5053,R_31Hn8xrpgiEpkLq,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",500,50,50,400,36,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5062,5063,R_31N3Uum99zHG39A,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,100,300,400,25,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5072,5073,R_31nlKYLgenDMvju,10004 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",800,200,0,0,23,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,0
5081,5082,R_31ugHMGWElFVTk9,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",600,200,0,200,68,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,5,0,0,0
5091,5092,R_31yFoUlvK8Gwx8M,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,500,100,37,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
5101,5102,R_324sp3cRIwADOxY,10455 Hunts Point - Mott Haven (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,200,200,100,46,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,0
5111,5112,R_331HC0BAFGsBELO,10473 Pelham - Throgs Neck (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,50,350,500,23,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
5120,5121,R_333Gy3ZKolqd2Dl,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,200,400,27,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
5130,5131,R_333UnygoY9ZTfrm,11234 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",330,280,220,170,49,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
5139,5140,R_334qRYnQGmQEeyA,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,400,200,24,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,1,1,1
5149,5150,R_33Cgzhdb1Verh21,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",600,100,200,100,35,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,0
5158,5159,R_33CtlBIDcXsFuZf,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",100,300,300,300,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5168,5169,R_33dL8eSUle1NhCa,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,21,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
5177,5178,R_33fE8wGHWV7erfo,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,75,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
5187,5188,R_33jAiV0NnaqMVcG,10305 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,250,250,250,24,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5197,5198,R_33kz2NBIrySq4B0,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,200,200,400,39,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
5206,5207,R_3B0CvAWYoiOf3gJ,10032 Washington Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",700,0,300,0,62,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
5216,5217,R_3CCJQgC12Hwcub7,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",700,200,100,0,40,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5226,5227,R_3CCzfiCW9GLQYKC,10024 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",800,0,200,0,23,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
5236,5237,R_3CIoNf1yFkcVqz9,10037 Central Harlem - Morningside Heights (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,500,500,41,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
5245,5246,R_3CKphd7v4L4nZVw,10034 Washington Heights (Manhattan),,,,,,,0,0,800,200,35,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
5252,5253,R_3CVZX99QWq0pfme,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",700,300,0,0,28,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
5262,5263,R_3CWuvBcTmzMVHl9,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,200,50,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
5272,5273,R_3D0B1JxxEtJu69g,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,700,100,0,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5282,5283,R_3D2e0rapQOEEPzm,11435 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
5292,5293,R_3D5h8bd9uHSES6r,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,0,1000,26,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,1,0,1
5301,5302,R_3D888w7FqoCJ2IZ,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,400,50,50,36,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5311,5312,R_3Dc4u1saEsWm58C,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,200,250,550,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,1
5321,5322,R_3DdKl18B4ehRhkR,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,300,300,100,28,3,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,0,0
5329,5330,R_3dEXQ8iTnsVwrFq,11433 Jamaica (Queens),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",8,900,80,12,21,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,1,0,0
5339,5340,R_3Di4Ed7SUkre4Ez,10279 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",250,100,400,250,27,0,520,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,8,0,1,1
5347,5348,R_3dLjGQGx6d0gO4Q,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,0,300,500,29,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,0,0,0
5357,5358,R_3dMTVQ4rVS1W338,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,400,100,100,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5367,5368,R_3DooCeilTUvpFUM,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,32,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,0
5377,5378,R_3DqqIwn24J1mUM8,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,200,200,200,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5387,5388,R_3dRKIwAAkctBbak,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",200,100,400,300,40,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
5395,5396,R_3dS9CJYh8G1hFuZ,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
5405,5406,R_3dThSObdDSv4yec,10003 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,200,400,21,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
5415,5416,R_3dVUQhF334zZr8K,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,500,150,50,23,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
5423,5424,R_3dVXUfektOy2aRO,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,400,50,50,36,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,0
5432,5433,R_3e4BDPNhiK4ARPB,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,500,500,21,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,1
5442,5443,R_3EcHA1iLGa3QU87,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,1000,0,67,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
5452,5453,R_3EJNGC5AhHFyWU4,11234 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,500,100,200,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,1,1,1
5462,5463,R_3ejZfnA27DEbJtH,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,100,200,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,1
5470,5471,R_3ES7nAyAIVZzUcG,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",700,100,200,0,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
5479,5480,R_3Eu9TUEJZ5PiJlN,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,200,400,300,36,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
5487,5488,R_3EWJWcItyusj4Um,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",500,200,200,100,26,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,0,0,0
